order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date,tempo_entrega_dias
e63271442e778d83ae9868408c1028e7,fce8eb224fb44bca516d50d140e88ca0,delivered,2018-05-28,2018-05-28,2018-06-06,2018-06-27,2018-07-11,30.0
c53b15af645d91a057ddba9d0e1f21c7,e4257cc2f24d3cb4a68767a524dc8b76,delivered,2018-02-18,2018-02-18,2018-02-21,2018-03-31,2018-03-16,41.0
bf9a3a8d9db6be5e4dfcfe2f071ef405,26fdb52d0382ebe750a8866b5bf9e5db,delivered,2017-12-02,2017-12-02,2017-12-04,2018-01-15,2018-01-02,44.0
b5195225c11fc325d686d24fe14eedbb,7fc191973597f7e5c232ecee9d7922ff,delivered,2018-03-02,2018-03-02,2018-03-08,2018-05-07,2018-04-04,66.0
56af0400ccac703cca01cd9846d29c58,89d08063d07129349239d9584c768a9c,delivered,2018-02-20,2018-02-22,2018-02-27,2018-05-06,2018-03-19,75.0
790512cc033ced5f8fe1f9158eb8f2fe,8752a4fb5c55922535507e67d4f431c6,delivered,2018-02-28,2018-02-28,2018-03-02,2018-04-21,2018-03-20,52.0
1613193aa6cbc8820d6b5c12536722a0,61cc0e28471e6851f580dbdcb60854e3,delivered,2017-03-15,2017-03-15,2017-03-21,2017-04-18,2017-04-26,34.0
23af56e201b15091e86aebe6bde84b2b,2acc2e222c7d4a93c01b88d28b17a1b3,delivered,2018-02-20,2018-02-21,2018-02-22,2018-03-22,2018-03-19,30.0
31209eb386cfc93a1aeacf7d2da74f86,a7822dc752d3f4130c061c077d15d5e4,delivered,2018-02-19,2018-02-19,2018-02-24,2018-03-23,2018-03-23,32.0
a4efaffc506a395c9cea7402b078c1e5,2020559b0ae9910898ef57a8159533ab,delivered,2018-01-17,2018-01-17,2018-01-24,2018-05-07,2018-02-23,110.0
13dabdb9dbb49bde13dd90285c2640eb,bdeed2682d24050311eb6f60d75721e5,delivered,2018-02-12,2018-02-12,2018-02-15,2018-03-15,2018-03-13,31.0
9b189f6cf2ef734a7dd0419ed3c64d99,f8508e9ec506a046a25f3a4a63d0c630,delivered,2018-05-11,2018-05-11,2018-05-14,2018-06-25,2018-06-13,45.0
469a464be162099fa2c0e8f1cfc871db,be687363317507b670445b40f548a747,delivered,2018-02-21,2018-02-22,2018-02-27,2018-03-25,2018-03-14,32.0
3c901df8e80c646961877910379f4c1d,745b41873a19a0a1b38807987bd21cb2,delivered,2018-02-09,2018-02-09,2018-02-19,2018-04-10,2018-03-06,60.0
a3ba21f961c9d61f7502766974371616,82a5458c7efd1055b6ab24f6985fa233,delivered,2018-03-04,2018-03-04,2018-03-07,2018-04-17,2018-03-27,44.0
69d4b792fad7f4acff2e38e426f5e3ea,7681fbcd3ede0e49dd00c993245ffb3d,delivered,2018-04-04,2018-04-04,2018-04-10,2018-05-09,2018-05-03,35.0
fa44b98d202360f1246681a3e0405db4,ef95061d7fabce59a19b991b10e9bfc5,delivered,2018-02-05,2018-02-06,2018-02-10,2018-03-17,2018-03-05,40.0
0350fc2d00f48ad8a74efdf4d2fd4bdc,c7f658d05c387b0664410be68026ef0d,delivered,2017-12-14,2017-12-14,2017-12-19,2018-01-19,2018-01-12,36.0
dbd10344065568345dadbd904bb51dc1,1589f4bea320a405a122738de980c6e2,delivered,2018-04-15,2018-04-15,2018-04-17,2018-06-07,2018-05-17,53.0
19a8ddfef7a411a196509d51ee14b776,78273c93ab6b793ee62a60feb6b7140d,delivered,2017-12-11,2017-12-11,2017-12-22,2018-01-16,2018-01-22,36.0
544b98cbee1fc6152e5ede26e1ef2986,1d7079eccf3132bfcc76f65aa79c789e,delivered,2018-01-07,2018-01-07,2018-01-09,2018-02-21,2018-02-06,45.0
25e5f6a88a4525f820943240376c45c5,5425974ca1091055b0c05604f43f711e,delivered,2017-11-26,2017-11-27,2017-11-28,2018-01-06,2017-12-18,41.0
e2cfe4b2af025a2ae3b1d8795f677525,263e66eb67eddc6a0053b194571427d0,delivered,2017-12-05,2017-12-05,2017-12-05,2018-01-05,2017-12-29,31.0
397734101cdc7f8ac3663089a968a763,a8ce91cb1dbbaddba9f7be0a9937b25f,delivered,2018-01-30,2018-01-30,2018-02-01,2018-03-12,2018-03-02,41.0
7edf656fde82d2902cc1a19596cdf422,116a19a0ae346ac667f771936ff445bb,delivered,2018-03-20,2018-03-22,2018-04-18,2018-04-23,2018-04-20,34.0
10ef04a6021b2bac686ed668485c8c80,82b03a0031f872239665983241c52179,delivered,2018-01-25,2018-01-25,2018-02-17,2018-03-16,2018-03-09,50.0
7723b5b9aece2fe48715a349e72ce1df,b5205e335aca81bc3bea7fef91500e1f,delivered,2018-02-26,2018-02-28,2018-03-21,2018-04-03,2018-04-04,36.0
b77ffad8b6c7bb5dedfb6a61f8e7cf57,90e5ceff72c2844348d875011815f1de,delivered,2018-01-09,2018-01-10,2018-01-15,2018-02-08,2018-02-09,30.0
8f3c9dee0b510175b90cce425174b78e,581588a30afa8dd7bf1179f15ef2e94e,delivered,2017-03-31,2017-03-31,2017-04-03,2017-05-10,2017-05-04,40.0
8b57d8238179a3fe33158f6f4daf959f,424666b500924dcee2fafee945732103,delivered,2018-02-13,2018-02-15,2018-02-20,2018-03-17,2018-03-07,32.0
9044b4ff307597019884db48921c1e7e,8c4751bbb5aacd9f0d694e8c622faacc,delivered,2018-03-08,2018-03-08,2018-03-09,2018-04-12,2018-05-04,35.0
523d7597c0c82db94fd16b4213e2f0ab,9ac238d7ed8b3694e58e35b1ed82e8b4,delivered,2017-02-20,2017-02-22,2017-03-23,2017-04-06,2017-03-21,45.0
8c9bf4b39dc933aa382d9a6e5b846b9d,2f6a7c83c088882e1cb34f7bb41a30f2,delivered,2017-04-30,2017-04-30,2017-05-04,2017-05-30,2017-06-02,30.0
24791bba1a08147c3b660bb80d0de8d3,40c2d7b6a7c12eac3403a30fce65d3d8,delivered,2017-06-24,2017-06-27,2017-06-27,2017-07-25,2017-07-24,31.0
f2295bca86e6c4a2a1c211330a5c5779,80fa64e989d6c0478aefff5df36949f4,delivered,2017-12-02,2017-12-04,2017-12-06,2018-01-18,2018-01-03,47.0
bfaf70837e84e9ba682d246e16726e63,c9e9578f912e420d05abfdadb830cda5,delivered,2017-11-11,2017-11-11,2017-11-14,2017-12-12,2017-12-18,31.0
9215daa2d711ae5055008f444f6688c8,8e9e8aa4d3d480bc21b3336de7eb9214,delivered,2018-01-14,2018-01-14,2018-01-16,2018-02-28,2018-02-09,45.0
b4411c4be4f9514e53fe707972f98685,ba4a2d569bc0439747d4846bb939e323,delivered,2017-12-21,2017-12-23,2018-01-03,2018-01-20,2018-01-18,30.0
084051935208c688c8cd5fae3d15810d,e7f806cb2cffddb308ed9bfd6bf5c5fd,delivered,2017-02-24,2017-02-24,2017-03-10,2017-03-28,2017-03-27,32.0
9f1cbfd860863f340881bcfef13fc3eb,8ec5d1bb574d20d61a22a89127329060,delivered,2017-10-23,2017-10-24,2017-11-07,2017-11-24,2017-11-24,32.0
89bd46bd027ae866a59a72810b4adc95,c4bd3aefb216827f4698bd9d2b166a2f,delivered,2018-05-15,2018-05-16,2018-05-17,2018-06-15,2018-06-05,31.0
67204cd665c7418b36623b21584dc92c,e28c7984cdad31abb88f1e19cd8621e1,delivered,2017-12-01,2017-12-01,2017-12-07,2018-01-13,2017-12-29,43.0
130c3f0058347e4d785fa54f3d00d2b4,f227c8cea54e871f65cd080735594ccb,delivered,2018-01-15,2018-01-17,2018-01-31,2018-02-22,2018-03-07,38.0
bf6ae1909b2e970bb1c4f1119b324b64,c689ee4a546a41ccfc8b40c7752bef45,delivered,2018-02-01,2018-02-02,2018-02-06,2018-03-06,2018-03-02,33.0
3de1449e72332066f82b8130406dfeb3,10c24e9fc5879ea6080e2b72e0475641,delivered,2018-01-15,2018-01-17,2018-02-07,2018-03-03,2018-03-15,47.0
da9d5d868a28b17116214d1240c22837,8cd6037505c5d3a5f92d485b1345e918,delivered,2017-08-01,2017-08-03,2017-08-11,2017-09-19,2017-09-08,49.0
901884e93a6e353950d63cf7a16621ef,3f425c05ff2b159dd7ac24ff725a6b70,delivered,2017-12-07,2017-12-07,2017-12-08,2018-01-06,2018-01-05,30.0
9e1571408c90f2235bf00d6fd15f8d51,b470bfde759425129d684b306fce715e,delivered,2018-02-06,2018-02-06,2018-02-07,2018-03-28,2018-03-14,50.0
546c8958ff67b28473cf140ec32a5a91,a88f6b2e3e51c830e4850876c911fb8d,delivered,2017-11-24,2017-11-24,2017-11-29,2017-12-27,2017-12-20,33.0
9a194607b0125b5c6c0e01a53843080f,325d0a903a3eb65f0b0c2bb61fd4a6ec,delivered,2018-01-16,2018-01-16,2018-01-17,2018-02-16,2018-03-09,31.0
683b82f268a3ba04ef24ce3490a12d44,a5f835421f74efb2806c5b07f51ceffe,delivered,2017-04-04,2017-04-04,2017-04-12,2017-05-09,2017-05-17,35.0
d9107994bd1bf31404591bce06a547f8,c396c33a13de8470ca7f0fbff9ac4e9b,delivered,2018-01-03,2018-01-05,2018-02-03,2018-02-14,2018-03-19,42.0
e74f16cd18d4e5b3dfbcc81e880430d9,614e410701e4458d2fb475053d7a9b05,delivered,2017-11-24,2017-11-24,2017-11-24,2018-01-18,2017-12-19,55.0
d5a9c802f335dab69b88e69434d0dd43,8078795898cf354a167e8832f263774f,delivered,2018-03-08,2018-03-08,2018-03-09,2018-04-17,2018-04-02,40.0
d8b396712d55ccad35aa9a1391aa74a1,a30ef261434ed7152a26b65278af7f9c,delivered,2018-01-27,2018-01-27,2018-01-30,2018-03-05,2018-02-23,37.0
b7579d24f5b2dd3e20f2e57d0e07d170,76cff9a9995b25f21d51697f49f87652,delivered,2017-04-21,2017-04-24,2017-04-27,2017-05-25,2017-05-11,34.0
a69ddc335f989aa05576bc19f8b9a549,4b2c1822404badb9d24841b907cf9afe,delivered,2018-01-18,2018-01-20,2018-02-15,2018-04-18,2018-03-29,90.0
e5c7db6481f467875bd4d52357a8f8a1,b60a568698ca321102eee61a276055ef,delivered,2018-02-26,2018-02-26,2018-03-12,2018-04-04,2018-03-23,37.0
246d4a086a57d88a0e438c83cb44b94e,1caacc78626d0863daa8aff89de93bb0,delivered,2018-05-14,2018-05-16,2018-05-24,2018-06-21,2018-06-27,38.0
43e99f3020b420b8aff15449ff4f7561,9a480b9c9decf04f8d95b4da30cc6141,delivered,2018-04-10,2018-04-10,2018-04-24,2018-05-14,2018-05-07,34.0
e86c9bfc5e5cce878c7d0c2419927cd7,02036d14d9326c01a123bd83626d48c0,delivered,2018-03-13,2018-03-13,2018-03-14,2018-04-23,2018-04-13,41.0
3dbf60040199f502ec5dd67f86b804ab,62cf43d7c0b82fa2b6910138d7f4f14e,delivered,2017-03-02,2017-03-02,2017-03-31,2017-04-13,2017-03-27,42.0
4a34aa679137ec3d1b3ad0c4c8b7a7e5,9dfc1bb87ef24d2ce198b900048195f0,delivered,2018-03-16,2018-03-16,2018-03-19,2018-04-15,2018-04-10,30.0
183a7d0aaaf6b16afaa897a44424494b,6976b13183e54d7c9dac5d94edefe662,delivered,2018-02-15,2018-02-15,2018-02-22,2018-03-26,2018-03-19,39.0
dd501072091c950a1e6bb5ea9182df2a,345498125da8b61f64def813c4a2db79,delivered,2018-03-12,2018-03-12,2018-03-26,2018-05-14,2018-05-02,63.0
179b63fcfafb80e064370a2ce74c81f7,f63db8b1515a5d3606d101d9b9cf9fe2,delivered,2018-04-17,2018-04-17,2018-04-19,2018-05-25,2018-05-21,38.0
66e7b21711a5ac0d6b6a5f60e4c79a75,7f6e0647dfddaccdf6e140f98e0945bd,delivered,2017-11-28,2017-11-29,2017-11-30,2018-01-03,2017-12-21,36.0
87a330a52c9e677f1252f2f17e54cf65,ad7bbfe917e8a82b01c911b1f6752c7a,delivered,2017-09-13,2017-09-15,2017-09-25,2017-10-16,2017-10-05,33.0
1950d777989f6a877539f53795b4c3c3,1bccb206de9f0f25adc6871a1bcf77b2,canceled,2018-02-19,2018-02-19,2018-02-20,2018-03-21,2018-03-09,30.0
446634c9e8e8c3a70fef1507c82d5c68,9248f24013892b2690a39829f54159b9,delivered,2018-02-19,2018-02-19,2018-02-20,2018-03-27,2018-03-21,36.0
d8f4ac2b5cf577657a2165a7c75857ff,6aedd904a13070b8a5c21abd8de0c090,delivered,2017-11-27,2017-11-27,2018-01-04,2018-01-22,2017-12-19,56.0
25bd2ad9d282f59e4e6a048ef9bf214f,be34bf56044c5614fc66d97251c0adc6,delivered,2018-03-12,2018-03-12,2018-03-15,2018-05-02,2018-04-11,51.0
25e2eb92a4861f100d82edfb2cbbb47f,55564b631a23d681ef873e8354142da1,delivered,2018-03-19,2018-03-21,2018-03-23,2018-04-24,2018-04-06,36.0
217fa08ee792f84b2a3b3a84ee263b0e,804751ae168c4c4d6d5178553e544300,delivered,2017-09-26,2017-09-26,2017-09-29,2017-10-28,2017-10-25,32.0
8b7fd198ad184563c231653673e75a7f,3eddc75fe2314996f68ddcd89ddb5caf,delivered,2017-11-14,2017-11-17,2018-02-26,2018-02-27,2017-11-28,105.0
ddbe4f58b06d8793a3c77c114b180574,a0aed67ecbb943f0137ece72e30ad913,delivered,2018-04-16,2018-04-16,2018-04-20,2018-05-17,2018-05-21,31.0
24843df655e56c3713485a7880677287,6f8f6a52f408ae47a83c5e2b7d1d395f,delivered,2017-10-30,2017-10-31,2017-11-06,2017-12-01,2017-11-30,32.0
b3f352a3b3887a501a98642fa5840e66,a6c4086c5ec600d696fbc7acc81aaabf,delivered,2018-01-14,2018-01-14,2018-02-07,2018-02-16,2018-02-08,33.0
fe58b25c8ebdc65c3d4cb34070bf9e5d,d70a4c877dba1679f5c7ded688e39609,delivered,2018-02-18,2018-02-18,2018-03-14,2018-04-02,2018-03-12,43.0
08cef746691fa27e23fe2c32a02c0e21,b169b69e3ad77c2ea0e63ae4710b863b,delivered,2018-02-26,2018-02-27,2018-03-05,2018-04-06,2018-03-26,39.0
4801b9cf238c2c9098bd66a5f092c2da,ca85ad830716e1b7b2964c68c146195d,delivered,2017-11-29,2017-11-29,2017-12-02,2018-01-08,2017-12-29,40.0
4f39a94d6e474819d898d6df7d394996,27a410dccb395b6ce45963874d158352,delivered,2017-04-28,2017-04-29,2017-05-09,2017-09-19,2017-05-30,144.0
49d82571c200aac8b226cae094dc8f0c,4b4bee09940f6ede7b3cac4b3a2e9a3d,delivered,2018-06-12,2018-06-13,2018-06-14,2018-07-26,2018-07-05,44.0
7caa0a770f1010526a3e5f65757755f0,8eaeb7321c581b23d11baa046e326351,delivered,2017-07-14,2017-07-14,2017-07-19,2017-08-15,2017-08-17,32.0
e194f9ac9793de14b87eecf9b3532421,edb556fd9c201137bdea274e76b67a9c,delivered,2018-03-16,2018-03-16,2018-03-20,2018-04-18,2018-04-11,33.0
94a224f03c816cd9a1d94b886e26da80,ee356dc1282ff78b19141fc057037a08,delivered,2018-03-04,2018-03-04,2018-03-06,2018-04-13,2018-04-02,40.0
ffdd178654127ccf34a439e8704fecd9,33d0814c9eff200629eb49330ce5c6a3,delivered,2018-03-07,2018-03-07,2018-03-09,2018-04-07,2018-04-04,31.0
324bba1a05579faca9bea05049eda757,aed82065b343d8ad3d802fe259e945d5,delivered,2018-03-10,2018-03-13,2018-03-14,2018-04-09,2018-04-05,30.0
d16b2207d93383dc91aa5da54cec3d0a,45193c34a13942938ead2873b64c360c,delivered,2017-11-26,2017-11-26,2017-11-27,2017-12-27,2017-12-15,31.0
a02af2d708eae3995c247d758141efc8,e41b352847236a6ae426ddbd2c3a4e1b,delivered,2017-11-09,2017-11-09,2017-11-16,2017-12-10,2017-12-04,31.0
